MITF ChIP-seq Colo829,,,,,,,,,,,,,,,,,,
seqnames,start,end,width,strand,V4,V5,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME
chr1,5977379,5978085,707,*,MACS_peak_19,50.66,"Intron (uc001alq.2/261734, intron 11 of 29)",1,5946555,5965543,18989,2,261734,uc009vlu.2,-11836,ENSG00000131697,NPHP4,nephrocystin 4
chr1,6076231,6077124,894,*,MACS_peak_20,169.67,"Intron (uc009vlv.2/8514, intron 1 of 15)",1,6086073,6158621,72549,1,8514,uc001alu.3,-8949,ENSG00000069424,KCNAB2,potassium voltage-gated channel subfamily A regulatory beta subunit 2
chr1,6086025,6086628,604,*,MACS_peak_21,77.14,Promoter (<=1kb),1,6086073,6158621,72549,1,8514,uc001alu.3,0,ENSG00000069424,KCNAB2,potassium voltage-gated channel subfamily A regulatory beta subunit 2
chr1,6187675,6188048,374,*,MACS_peak_22,63.51,"Intron (uc001alz.2/26038, intron 5 of 20)",1,6161847,6191808,29962,2,26038,uc001alz.2,3760,ENSG00000116254,CHD5,chromodomain helicase DNA binding protein 5
chr1,6333257,6333923,667,*,MACS_peak_23,77.1,"Intron (uc001amq.3/11332, intron 8 of 8)",1,6307406,6321035,13630,2,387509,uc001amp.2,-12222,ENSG00000158292,GPR153,G protein-coupled receptor 153
chr1,6402084,6402507,424,*,MACS_peak_24,124.41,"Intron (uc001amq.3/11332, intron 2 of 8)",1,6324332,6419004,94673,2,11332,uc001amq.3,16497,ENSG00000097021,ACOT7,acyl-CoA thioesterase 7
chr1,6419601,6420009,409,*,MACS_peak_25,123.87,Promoter (<=1kb),1,6324332,6419004,94673,2,11332,uc001amq.3,-597,ENSG00000097021,ACOT7,acyl-CoA thioesterase 7
chr1,6427772,6428172,401,*,MACS_peak_26,70.95,"Intron (uc001ams.3/11332, intron 1 of 8)",1,6324332,6420764,96433,2,11332,uc001amr.3,-7008,ENSG00000097021,ACOT7,acyl-CoA thioesterase 7
chr1,6453747,6454320,574,*,MACS_peak_27,120.32,Promoter (<=1kb),1,6324332,6453826,129495,2,11332,uc001amt.3,0,ENSG00000097021,ACOT7,acyl-CoA thioesterase 7
chr1,6575692,6576139,448,*,MACS_peak_28,51.16,"Intron (uc001anp.2/57449, intron 1 of 21)",1,6526152,6580121,53970,2,57449,uc001anp.2,3982,ENSG00000171680,PLEKHG5,pleckstrin homology and RhoGEF domain containing G5
chr1,6663292,6663977,686,*,MACS_peak_29,82.19,Promoter (<=1kb),1,6650784,6662929,12146,2,9903,uc001aoa.3,-363,ENSG00000162413,KLHL21,kelch like family member 21
chr1,6844508,6844854,347,*,MACS_peak_30,69.1,Promoter (<=1kb),1,6845384,6932107,86724,1,23261,uc001aoh.3,-530,ENSG00000171735,CAMTA1,calmodulin binding transcription activator 1
chr1,6844937,6845352,416,*,MACS_peak_31,78.92,Promoter (<=1kb),1,6845384,6932107,86724,1,23261,uc001aoh.3,-32,ENSG00000171735,CAMTA1,calmodulin binding transcription activator 1
chr1,7153540,7154034,495,*,MACS_peak_32,74.33,"Intron (uc001aoi.3/23261, intron 4 of 22)",1,6845384,7829766,984383,1,23261,uc001aoi.3,308156,ENSG00000171735,CAMTA1,calmodulin binding transcription activator 1
chr1,7284731,7285144,414,*,MACS_peak_33,60.17,"Intron (uc001aoi.3/23261, intron 4 of 22)",1,6845384,7829766,984383,1,23261,uc001aoi.3,439347,ENSG00000171735,CAMTA1,calmodulin binding transcription activator 1
chr1,7461782,7462217,436,*,MACS_peak_34,56.43,"Intron (uc001aoi.3/23261, intron 5 of 22)",1,7732054,7805082,73029,1,23261,uc010nzv.1,-269837,ENSG00000171735,CAMTA1,calmodulin binding transcription activator 1
chr1,7544840,7545271,432,*,MACS_peak_35,59.6,"Intron (uc001aoi.3/23261, intron 6 of 22)",1,7732054,7805082,73029,1,23261,uc010nzv.1,-186783,ENSG00000171735,CAMTA1,calmodulin binding transcription activator 1
chr1,7634992,7635806,815,*,MACS_peak_36,148.86,"Intron (uc001aoi.3/23261, intron 6 of 22)",1,7732054,7805082,73029,1,23261,uc010nzv.1,-96248,ENSG00000171735,CAMTA1,calmodulin binding transcription activator 1
chr1,7933913,7934417,505,*,MACS_peak_37,50.81,"Intron (uc001aoq.3/10911, intron 1 of 7)",1,7907672,7913565,5894,2,10911,uc001aos.3,-20348,ENSG00000049247,UTS2,urotensin 2
chr1,8444462,8445006,545,*,MACS_peak_39,74.74,"Intron (uc001apd.3/473, intron 2 of 12)",1,8412464,8483747,71284,2,473,uc001apd.3,38741,ENSG00000142599,RERE,arginine-glutamic acid dipeptide repeats
chr1,8498962,8499556,595,*,MACS_peak_40,71.55,"Intron (uc001ape.3/473, intron 12 of 23)",1,8412464,8483747,71284,2,473,uc001apd.3,-15215,ENSG00000142599,RERE,arginine-glutamic acid dipeptide repeats
chr1,8772870,8773212,343,*,MACS_peak_41,53.81,"Intron (uc001ape.3/473, intron 2 of 23)",1,8525030,8813897,288868,2,473,uc001aph.1,40685,ENSG00000142599,RERE,arginine-glutamic acid dipeptide repeats
chr1,8936476,8937239,764,*,MACS_peak_43,63.59,Promoter (1-2kb),1,8938894,8939943,1050,1,100505975,uc021oft.1,-1655,ENSG00000230679,ENO1-AS1,ENO1 antisense RNA 1
chr1,9167087,9167581,495,*,MACS_peak_44,55.28,"Intron (uc001apq.1/80045, intron 2 of 3)",1,9117507,9148510,31004,2,6518,uc021ofv.1,-18577,ENSG00000142583,SLC2A5,solute carrier family 2 member 5
chr1,9180359,9181055,697,*,MACS_peak_45,65.25,"Intron (uc001apq.1/80045, intron 1 of 3)",1,9164476,9189229,24754,2,80045,uc001apq.1,8174,ENSG00000180758,GPR157,G protein-coupled receptor 157
chr1,9327091,9327389,299,*,MACS_peak_47,87.3,3' UTR,1,9352941,9429590,76650,1,80176,uc010oae.2,-25552,ENSG00000171621,SPSB1,splA/ryanodine receptor domain and SOCS box containing 1
chr1,9362783,9363655,873,*,MACS_peak_48,91.84,"Intron (uc010oae.2/80176, intron 1 of 2)",1,9352941,9429590,76650,1,80176,uc010oae.2,9842,ENSG00000171621,SPSB1,splA/ryanodine receptor domain and SOCS box containing 1
chr1,9375331,9375962,632,*,MACS_peak_49,51.35,"Intron (uc010oae.2/80176, intron 1 of 2)",1,9352941,9429590,76650,1,80176,uc010oae.2,22390,ENSG00000171621,SPSB1,splA/ryanodine receptor domain and SOCS box containing 1
chr1,9497751,9499097,1347,*,MACS_peak_50,91.63,"Exon (uc021ofx.1/uc021ofx.1, exon 1 of 1)",1,9415766,9429590,13825,1,80176,uc001apv.3,81985,ENSG00000171621,SPSB1,splA/ryanodine receptor domain and SOCS box containing 1
chr1,9777077,9778003,927,*,MACS_peak_54,162.75,"Exon (uc001aqb.4/5293, exon 7 of 24)",1,9770163,9789172,19010,1,5293,uc001aqe.4,6914,ENSG00000171608,PIK3CD,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
chr1,9797095,9797453,359,*,MACS_peak_55,96.75,"Intron (uc001aqh.3/22883, intron 11 of 18)",1,9789079,9793604,4526,2,22883,uc001aqf.3,-3491,ENSG00000171603,CLSTN1,calsyntenin 1
chr1,9953105,9953840,736,*,MACS_peak_56,56.02,"Intron (uc001aqk.1/56998, intron 1 of 5)",1,9908334,9970316,61983,2,56998,uc001aqk.1,16476,ENSG00000178585,CTNNBIP1,catenin beta interacting protein 1
chr1,10002990,10003476,487,*,MACS_peak_57,75.93,Promoter (<=1kb),1,9989776,10003387,13612,2,84328,uc001aqo.3,0,ENSG00000162441,LZIC,leucine zipper and CTNNBIP1 domain containing
chr1,10061025,10061780,756,*,MACS_peak_58,70.22,"Intron (uc001aqq.3/116362, intron 1 of 3)",1,10057255,10076078,18824,1,116362,uc009vms.3,3770,ENSG00000162444,RBP7,retinol binding protein 7
chr1,10092766,10093709,944,*,MACS_peak_59,122.29,Promoter (<=1kb),1,10093041,10241296,148256,1,10277,uc001aqr.4,0,ENSG00000130939,UBE4B,ubiquitination factor E4B
chr1,10117388,10117925,538,*,MACS_peak_60,52.67,"Intron (uc001aqr.4/10277, intron 1 of 26)",1,10093041,10241296,148256,1,10277,uc021ogc.1,24347,ENSG00000130939,UBE4B,ubiquitination factor E4B
chr1,10134073,10135039,967,*,MACS_peak_61,139.21,"Intron (uc001aqr.4/10277, intron 2 of 26)",1,10093041,10241296,148256,1,10277,uc021ogc.1,41032,ENSG00000130939,UBE4B,ubiquitination factor E4B
chr1,10532233,10532802,570,*,MACS_peak_62,89.41,Promoter (<=1kb),1,10520603,10532613,12011,2,1676,uc001arj.3,0,ENSG00000160049,DFFA,DNA fragmentation factor subunit alpha
chr1,10588065,10588338,274,*,MACS_peak_63,82.77,Promoter (<=1kb),1,10588312,10690815,102504,1,5195,uc009vmw.3,0,ENSG00000142655,PEX14,peroxisomal biogenesis factor 14
chr1,11039516,11039920,405,*,MACS_peak_65,122.69,Promoter (2-3kb),1,11006530,11042094,35565,2,148345,uc010oao.2,2174,ENSG00000175262,C1orf127,chromosome 1 open reading frame 127
chr1,11122485,11123357,873,*,MACS_peak_66,112.49,Promoter (2-3kb),1,11114649,11120091,5443,2,6723,uc001arz.1,-2394,ENSG00000116649,SRM,spermidine synthase
chr1,11169090,11169692,603,*,MACS_peak_67,103.85,"Exon (uc001asc.3/2475, exon 18 of 20)",1,11139768,11159938,20171,2,5394,uc009vmy.1,-9152,ENSG00000171824,EXOSC10,exosome component 10
chr1,11234320,11234934,615,*,MACS_peak_68,86.31,"Intron (uc001asd.3/2475, intron 28 of 57)",1,11249346,11256038,6693,1,10218,uc001ase.4,-14412,ENSG00000171819,ANGPTL7,angiopoietin like 7
chr1,11240101,11240731,631,*,MACS_peak_69,83.89,"Intron (uc001asd.3/2475, intron 28 of 57)",1,11249346,11256038,6693,1,10218,uc001ase.4,-8615,ENSG00000171819,ANGPTL7,angiopoietin like 7
chr1,11707819,11708401,583,*,MACS_peak_71,142.77,Downstream (<1kb),1,11709144,11714401,5258,2,26232,uc009vnb.1,6000,ENSG00000116661,FBXO2,F-box protein 2
chr1,11866019,11866474,456,*,MACS_peak_72,201.6,Promoter (<=1kb),1,11866153,11876844,10692,1,1185,uc009vne.2,0,ENSG00000011021,CLCN6,chloride voltage-gated channel 6
chr1,12000532,12001309,778,*,MACS_peak_74,72.27,"Intron (uc001atm.3/5351, intron 1 of 18)",1,11994724,12035599,40876,1,5351,uc010obb.2,5808,ENSG00000083444,PLOD1,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"
chr1,12009126,12009680,555,*,MACS_peak_75,60.17,"Intron (uc001atm.3/5351, intron 2 of 18)",1,11994724,12035599,40876,1,5351,uc010obb.2,14402,ENSG00000083444,PLOD1,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"
chr1,12039699,12040172,474,*,MACS_peak_76,50.04,Promoter (<=1kb),1,12040238,12073572,33335,1,9927,uc001atn.4,-66,ENSG00000116688,MFN2,mitofusin 2
chr1,12192851,12193674,824,*,MACS_peak_77,65.46,"Intron (uc001atq.3/943, intron 12 of 14)",1,12185958,12204264,18307,1,943,uc001ats.3,6893,ENSG00000120949,TNFRSF8,TNF receptor superfamily member 8
chr1,12203629,12204184,556,*,MACS_peak_78,90.85,3' UTR,1,12185958,12204264,18307,1,943,uc001ats.3,17671,ENSG00000120949,TNFRSF8,TNF receptor superfamily member 8
chr1,12380404,12380896,493,*,MACS_peak_79,50.91,"Intron (uc001atv.3/55187, intron 32 of 69)",1,12371511,12398045,26535,1,55187,uc001aty.1,8893,ENSG00000048707,VPS13D,vacuolar protein sorting 13 homolog D
chr1,12465686,12467086,1401,*,MACS_peak_80,81.8,Promoter (2-3kb),1,12469884,12572098,102215,1,55187,uc010obd.2,-2798,ENSG00000048707,VPS13D,vacuolar protein sorting 13 homolog D
chr1,12537869,12538909,1041,*,MACS_peak_81,98.9,"Intron (uc001atv.3/55187, intron 67 of 69)",1,12567300,12567451,152,1,677882,uc001atz.1,-28391,ENSG00000266079,SNORA59B,"small nucleolar RNA, H/ACA box 59B"
chr1,12545521,12546237,717,*,MACS_peak_82,58.48,"Intron (uc001atv.3/55187, intron 67 of 69)",1,12567300,12567451,152,1,677882,uc001atz.1,-21063,ENSG00000266079,SNORA59B,"small nucleolar RNA, H/ACA box 59B"
chr1,14075333,14075687,355,*,MACS_peak_87,54.68,Promoter (<=1kb),1,14075856,14107358,31503,1,7799,uc021ogk.1,-169,ENSG00000116731,PRDM2,PR/SET domain 2
chr1,15202377,15202840,464,*,MACS_peak_91,59.08,"Intron (uc009vog.1/23254, intron 1 of 7)",1,15250625,15394651,144027,1,23254,uc001avo.2,-47785,ENSG00000189337,KAZN,"kazrin, periplakin interacting protein"
chr1,15294797,15295614,818,*,MACS_peak_92,214.39,"Intron (uc009vog.1/23254, intron 2 of 7)",1,15287180,15394651,107472,1,23254,uc001avr.2,7617,ENSG00000189337,KAZN,"kazrin, periplakin interacting protein"
chr1,15506217,15507347,1131,*,MACS_peak_93,414.78,"Intron (uc001avw.4/55092, intron 1 of 3)",1,15480229,15546974,66746,1,55092,uc001avy.3,25988,ENSG00000171729,TMEM51,transmembrane protein 51
chr1,15544970,15545554,585,*,MACS_peak_94,69.75,"Intron (uc001avw.4/55092, intron 3 of 3)",1,15573768,15672019,98252,1,114827,uc001awa.1,-28214,ENSG00000142621,FHAD1,forkhead associated phosphopeptide binding domain 1
chr1,15622233,15622917,685,*,MACS_peak_95,80.84,"Intron (uc001awa.1/114827, intron 4 of 15)",1,15668232,15711054,42823,1,114827,uc001awd.1,-45315,ENSG00000142621,FHAD1,forkhead associated phosphopeptide binding domain 1
chr1,15853047,15853543,497,*,MACS_peak_96,161.35,Promoter (<=1kb),1,15853352,15893091,39740,1,23341,uc001awr.1,0,ENSG00000116138,DNAJC16,DnaJ heat shock protein family (Hsp40) member C16
chr1,16041017,16041497,481,*,MACS_peak_98,62.38,"Intron (uc010obo.2/23207, intron 1 of 19)",1,16062809,16067884,5076,1,284723,uc001axb.1,-21312,ENSG00000162461,SLC25A34,solute carrier family 25 member 34
chr1,16175858,16176466,609,*,MACS_peak_99,67.35,Promoter (1-2kb),1,16160710,16174642,13933,2,729614,uc001axj.2,-1216,ENSG00000179743,FLJ37453,uncharacterized LOC729614
chr1,17053847,17054374,528,*,MACS_peak_100,63.31,"Exon (uc021oha.1/uc021oha.1, exon 1 of 1)",1,17017713,17046652,28940,2,284729,uc001azn.1,-7195,ENSG00000268869,ESPNP,espin pseudogene
chr1,17231869,17232415,547,*,MACS_peak_101,56.19,"Intron (uc009voy.1/9696, intron 1 of 8)",1,17248445,17299474,51030,1,9696,uc001azt.2,-16030,ENSG00000058453,CROCC,"ciliary rootlet coiled-coil, rootletin"
chr1,17247976,17248392,417,*,MACS_peak_102,50.16,Promoter (<=1kb),1,17248445,17299474,51030,1,9696,uc001azt.2,-53,ENSG00000058453,CROCC,"ciliary rootlet coiled-coil, rootletin"
chr1,17342355,17343325,971,*,MACS_peak_103,80.38,Downstream (1-2kb),1,17312453,17338423,25971,2,23400,uc001bac.2,-3932,ENSG00000159363,ATP13A2,ATPase 13A2
chr1,17415824,17416633,810,*,MACS_peak_104,256.44,"Intron (uc001baf.3/11240, intron 6 of 15)",1,17393256,17445948,52693,2,11240,uc001baf.3,29315,ENSG00000117115,PADI2,peptidyl arginine deiminase 2
chr1,17703775,17704158,384,*,MACS_peak_106,63.51,"Intron (uc001bak.1/353238, intron 3 of 16)",1,17698741,17728195,29455,1,353238,uc001bak.1,5034,ENSG00000276747,PADI6,peptidyl arginine deiminase 6
chr1,17896067,17896733,667,*,MACS_peak_108,53.12,"Intron (uc031pli.1/55160, intron 1 of 1)",1,17907048,18024370,117323,1,55160,uc001bao.3,-10315,ENSG00000074964,ARHGEF10L,Rho guanine nucleotide exchange factor 10 like
chr1,18970713,18971110,398,*,MACS_peak_111,51.48,"Intron (uc001bay.3/5081, intron 4 of 7)",1,18957500,19075360,117861,1,5081,uc010oct.2,13213,ENSG00000009709,PAX7,paired box 7
chr1,19252844,19253294,451,*,MACS_peak_112,51.46,"Intron (uc001bbd.2/126917, intron 1 of 8)",1,19197924,19229293,31370,2,8659,uc021ohl.1,-23551,ENSG00000159423,ALDH4A1,aldehyde dehydrogenase 4 family member A1
chr1,19281238,19281971,734,*,MACS_peak_113,54.69,Promoter (<=1kb),1,19230774,19282826,52053,2,126917,uc001bbd.2,855,ENSG00000169991,IFFO2,intermediate filament family orphan 2
chr1,19959687,19960079,393,*,MACS_peak_115,87.3,"Intron (uc009vpl.2/100532736, intron 1 of 3)",1,19969723,19984949,15227,1,4681,uc001bcj.2,-9644,ENSG00000158747,NBL1,"neuroblastoma 1, DAN family BMP antagonist"
chr1,19972165,19972567,403,*,MACS_peak_116,58.66,Promoter (<=1kb),1,19972260,19984949,12690,1,4681,uc021ohz.1,0,ENSG00000158747,NBL1,"neuroblastoma 1, DAN family BMP antagonist"
chr1,20037300,20037811,512,*,MACS_peak_117,74.1,"Intron (uc001bcn.3/255104, intron 13 of 15)",1,19991780,20006055,14276,1,3362,uc001bcl.3,45520,ENSG00000158748,HTR6,5-hydroxytryptamine receptor 6
chr1,20208695,20209027,333,*,MACS_peak_118,76.64,Promoter (<=1kb),1,20208888,20239437,30550,1,23252,uc001bcs.4,0,ENSG00000169914,OTUD3,OTU deubiquitinase 3
chr1,21059478,21059924,447,*,MACS_peak_119,89.59,Promoter (<=1kb),1,21046225,21059330,13106,2,400745,uc001bdu.1,-148,ENSG00000189410,SH2D5,SH2 domain containing 5
chr1,21417549,21417849,301,*,MACS_peak_120,66.25,Promoter (1-2kb),1,21267738,21415706,147969,2,8672,uc010odk.2,-1843,ENSG00000075151,EIF4G3,eukaryotic translation initiation factor 4 gamma 3
chr1,21660381,21661163,783,*,MACS_peak_122,87.69,"Intron (uc001bem.2/1889, intron 1 of 18)",1,21543740,21672034,128295,2,1889,uc001bem.2,10871,ENSG00000117298,ECE1,endothelin converting enzyme 1
chr1,22032915,22033390,476,*,MACS_peak_123,75.68,Promoter (1-2kb),1,22012385,22031108,18724,2,84196,uc001bfd.1,-1807,ENSG00000090686,USP48,ubiquitin specific peptidase 48
chr1,22448691,22449327,637,*,MACS_peak_125,62.18,"Intron (uc001bfs.4/54361, intron 2 of 4)",1,22443798,22469519,25722,2,54361,uc001bfs.4,20192,ENSG00000162552,WNT4,Wnt family member 4
chr1,22777635,22778897,1263,*,MACS_peak_128,123.05,Promoter (<=1kb),1,22778344,22857650,79307,1,9923,uc001bft.2,0,ENSG00000184677,ZBTB40,zinc finger and BTB domain containing 40
chr1,24136075,24136539,465,*,MACS_peak_130,102.46,"Intron (uc001bib.3/3155, intron 6 of 8)",1,24130890,24144073,13184,2,3155,uc021oii.1,7534,ENSG00000117305,HMGCL,3-hydroxymethyl-3-methylglutaryl-CoA lyase
chr1,24151767,24152424,658,*,MACS_peak_131,59.95,Promoter (<=1kb),1,24128367,24151949,23583,2,3155,uc001bib.3,0,ENSG00000117305,HMGCL,3-hydroxymethyl-3-methylglutaryl-CoA lyase
chr1,24306779,24307198,420,*,MACS_peak_132,53.45,Promoter (<=1kb),1,24292937,24306953,14017,2,10772,uc001bij.2,0,ENSG00000188529,SRSF10,serine and arginine rich splicing factor 10
chr1,24648804,24649284,481,*,MACS_peak_134,175.51,Promoter (<=1kb),1,24649530,24681808,32279,1,57822,uc001biy.3,-246,ENSG00000158055,GRHL3,grainyhead like transcription factor 3
chr1,24762262,24762694,433,*,MACS_peak_135,115.74,"Intron (uc010oek.2/57185, intron 2 of 7)",1,24782628,24792864,10237,1,57185,uc001bji.3,-19934,ENSG00000001461,NIPAL3,NIPA like domain containing 3
chr1,24786431,24786664,234,*,MACS_peak_136,85.97,"Intron (uc001bjh.3/57185, intron 9 of 11)",1,24782628,24792864,10237,1,57185,uc001bji.3,3803,ENSG00000001461,NIPAL3,NIPA like domain containing 3
chr1,24969186,24969976,791,*,MACS_peak_137,97.71,Promoter (<=1kb),1,24969594,24999772,30179,1,10250,uc001bjm.3,0,ENSG00000133226,SRRM1,serine and arginine repetitive matrix 1
chr1,25237232,25238687,1456,*,MACS_peak_140,89.58,"Intron (uc001bjq.3/864, intron 3 of 4)",1,25226002,25256770,30769,2,864,uc001bjq.3,18083,ENSG00000020633,RUNX3,runt related transcription factor 3
chr1,25285935,25286446,512,*,MACS_peak_141,56.13,"Intron (uc009vrj.3/864, intron 2 of 6)",1,25226002,25291475,65474,2,864,uc009vrj.3,5029,ENSG00000020633,RUNX3,runt related transcription factor 3
chr1,25889937,25890827,891,*,MACS_peak_144,257.83,Promoter (<=1kb),1,25889298,25895377,6080,1,26119,uc009vrx.3,639,ENSG00000157978,LDLRAP1,low density lipoprotein receptor adaptor protein 1
chr1,26069988,26070339,352,*,MACS_peak_145,216.03,"Intron (uc001bkm.2/57134, intron 2 of 11)",1,26126667,26144713,18047,1,57190,uc021ojk.1,-56328,ENSG00000162430,SELENON,selenoprotein N
chr1,26232811,26233139,329,*,MACS_peak_146,68.19,Promoter (<=1kb),1,26232853,26232945,93,2,100500808,uc021ojn.1,0,ENSG00000283938,MIR3917,microRNA 3917
chr1,26324535,26324970,436,*,MACS_peak_147,118.47,Promoter (<=1kb),1,26286258,26324648,38391,2,5051,uc001bld.4,0,ENSG00000158006,PAFAH2,platelet activating factor acetylhydrolase 2
chr1,26354725,26355736,1012,*,MACS_peak_148,126.71,"Exon (uc001blf.3/2134, exon 2 of 11)",1,26348271,26362954,14684,1,2134,uc001blf.3,6454,ENSG00000158008,EXTL1,exostosin like glycosyltransferase 1
chr1,26376205,26376672,468,*,MACS_peak_149,72.16,Downstream (1-2kb),1,26364514,26372604,8091,2,7780,uc001blh.1,-3601,ENSG00000158014,SLC30A2,solute carrier family 30 member 2
chr1,26385007,26385492,486,*,MACS_peak_150,55.62,"Exon (uc001bli.2/84676, exon 5 of 9)",1,26377796,26394125,16330,2,84676,uc001bli.2,8633,ENSG00000158022,TRIM63,tripartite motif containing 63
chr1,26394027,26394462,436,*,MACS_peak_151,199.81,Promoter (<=1kb),1,26377796,26394125,16330,2,84676,uc001bli.2,0,ENSG00000158022,TRIM63,tripartite motif containing 63
chr1,26604418,26605269,852,*,MACS_peak_153,61.53,Promoter (<=1kb),1,26606213,26608013,1801,1,83442,uc001blu.3,-944,ENSG00000142669,SH3BGRL3,SH3 domain binding glutamate rich protein like 3
chr1,26758517,26759090,574,*,MACS_peak_154,86.64,Promoter (<=1kb),1,26758773,26797795,39023,1,79947,uc001bmk.3,0,ENSG00000117682,DHDDS,dehydrodolichyl diphosphate synthase subunit
chr1,27327919,27328682,764,*,MACS_peak_158,75.38,"Intron (uc021ojq.1/uc021ojq.1, intron 1 of 1)",1,27320195,27327377,7183,1,388610,uc001bnj.4,7724,ENSG00000253368,TRNP1,TMF1-regulated nuclear protein 1
chr1,27464052,27464395,344,*,MACS_peak_159,145.35,"Intron (uc001bnm.4/6548, intron 1 of 11)",1,27425300,27481621,56322,2,6548,uc001bnm.4,17226,ENSG00000090020,SLC9A1,solute carrier family 9 member A1
chr1,27728748,27729386,639,*,MACS_peak_160,58.23,Downstream (1-2kb),1,27719148,27722317,3170,1,2827,uc001bod.4,9600,ENSG00000181773,GPR3,G protein-coupled receptor 3
chr1,27743084,27743353,270,*,MACS_peak_161,60.08,"Intron (uc001bof.2/10163, intron 4 of 8)",1,27719148,27722317,3170,1,2827,uc001bod.4,23936,ENSG00000181773,GPR3,G protein-coupled receptor 3
chr1,27998981,27999533,553,*,MACS_peak_163,87.3,Promoter (<=1kb),1,27992572,27998724,6153,2,2537,uc001bop.1,-257,ENSG00000126709,IFI6,interferon alpha inducible protein 6
chr1,28051627,28052420,794,*,MACS_peak_164,89.54,Promoter (<=1kb),1,28052490,28086275,33786,1,199870,uc009vtb.3,-70,ENSG00000009780,FAM76A,family with sequence similarity 76 member A
chr1,28201730,28202047,318,*,MACS_peak_165,80.26,Promoter (2-3kb),1,28199055,28213193,14139,1,9473,uc010ofo.2,2675,ENSG00000130775,THEMIS2,thymocyte selection associated family member 2
